50.0 50.0 15
1 -24.8302  11.6110  15.6210 10.0 10.0 0.0 2 0.0 0.0
1 11.9126    8.32062 12.1220 10.0 10.0 0.0 2 0.0 0.0
1 12.2769  -25.1402  12.4492 10.0 10.0 0.0 2 0.0 0.0
1 -27.4794 -32.0266  15.9146 10.0 10.0 0.0 2 0.0 0.0
1 18.1699   35.8223  11.5683 10.0 10.0 0.0 2 0.0 0.0
1 -38.3380  -9.06342 17.6094 10.0 10.0 0.0 2 0.0 0.0
1 39.4855   37.1247  16.3647 10.0 10.0 0.0 2 0.0 0.0
1 32.4756  -26.9023  16.3684 10.0 10.0 0.0 2 0.0 0.0
1 33.5709   -6.31039 14.5332 10.0 10.0 0.0 2 0.0 0.0
1 -5.26569  18.9618  17.2535 10.0 10.0 0.0 2 0.0 0.0
1 -31.3562  32.5297  14.3051 10.0 10.0 0.0 2 0.0 0.0
1 -8.30999  -4.39422 14.4241 10.0 10.0 0.0 2 0.0 0.0
1 -7.46991 -32.2138  12.6678 10.0 10.0 0.0 2 0.0 0.0
1 -5.24326  39.8405  16.8247 10.0 10.0 0.0 2 0.0 0.0
1 37.8226   14.6769  11.593  10.0 10.0 0.0 2 0.0 0.0
